EntityIdx,SiteLocation
Site-9290,POINT(1134.55445777372 5713.46027417873)
Site-9291,POINT(2189.38610852446 3119.77666099877)
Site-9292,POINT(1976.35691808971 5944.43520437556)
Site-9293,POINT(1950.50848793698 5821.76650722317)
Site-9294,POINT(2088.53380558374 5015.24732179104)
Site-9295,POINT(1281.06965421438 4993.16105695687)
Site-9296,POINT(1291.20430949875 5012.68518967554)
Site-9297,POINT(1754.42415151609 6024.56579294492)
Site-9298,POINT(2532.02445840168 2805.16469234208)
Site-9299,POINT(1869.59583713383 5192.75918144366)
Site-9300,POINT(819.054697897074 5667.00158754212)
Site-9301,POINT(1969.31554200777 5090.24605103927)
Site-9302,POINT(2506.18255336951 2796.52577122877)
Site-9303,POINT(1026.36923271697 5298.77899164745)
Site-9304,POINT(985.099176666718 5872.7531917106)
Site-9305,POINT(869.58137999862 5396.23424175857)
Site-9306,POINT(2336.84796479983 3213.01300182704)
Site-9307,POINT(2163.79281623744 5366.71896051345)
Site-9308,POINT(1939.92605293684 5901.77206405673)
Site-9309,POINT(996.017358326271 5440.71418227155)
Site-9310,POINT(1853.70131068534 5840.77292447075)
Site-9311,POINT(2397.16429516342 3485.34232667757)
Site-9312,POINT(1896.63704993957 5708.4047770518)
Site-9313,POINT(919.968745227106 5448.68209362213)
Site-9314,POINT(1875.16918031245 5752.52749285811)
Site-9315,POINT(1012.8830330503 5671.33031095651)
Site-9316,POINT(1192.91270177573 4159.36102825203)
Site-9317,POINT(896.100060021395 5456.71419971645)
Site-9318,POINT(1771.19034796939 5655.26998674655)
Site-9319,POINT(2078.3987505433 5602.38376513152)
Site-9320,POINT(2749.23423081577 5362.0621863131)
Site-9321,POINT(1281.06965421438 4993.16105695687)
Site-9322,POINT(2246.18854411609 3142.05721331685)
Site-9323,POINT(1076.46993281664 5712.65342355821)
Site-9324,POINT(1543.13728447563 3602.87612033365)
Site-9325,POINT(903.595707138569 5597.50072959864)
Site-9326,POINT(2532.02445840168 2805.16469234208)
Site-9327,POINT(1566.00940265729 5194.59828299185)
Site-9328,POINT(1063.35242663439 5691.52259760222)
Site-9329,POINT(1541.02419759586 5754.32860322039)
Site-9330,POINT(2164.11381445476 3283.82871187336)
Site-9331,POINT(1725.37387179475 6016.26845721326)
Site-9332,POINT(1721.54430689747 4010.49926489276)
Site-9333,POINT(997.36367190799 5814.19081138369)
Site-9334,POINT(1346.91118945694 3501.13095600636)
Site-9335,POINT(929.899598249251 5732.24532729506)
Site-9336,POINT(1564.60908577421 5446.80375272321)
Site-9337,POINT(966.747342034514 5862.1056460979)
Site-9338,POINT(1004.96102888061 5463.3158829075)
Site-9339,POINT(2400.55335673971 3336.83042436384)
Site-9340,POINT(927.700115880245 5589.02960663076)
Site-9341,POINT(1783.47443123743 6032.86312867659)
Site-9342,POINT(1771.19034796939 5610.40349690872)
Site-9343,POINT(870.220175300256 5680.05969344267)
Site-9344,POINT(1771.86007406635 5720.91519799589)
Site-9345,POINT(760.179629322379 5984.23971978443)
Site-9346,POINT(2254.56347918178 5387.93942253847)
Site-9347,POINT(1689.72376232568 4582.75598740986)
Site-9348,POINT(1116.07265035318 5091.52804324639)
Site-9349,POINT(984.358123583726 5796.27536603346)
Site-9350,POINT(1949.94861531446 3980.01908013231)
Site-9351,POINT(1958.85293605713 5797.58163393502)
Site-9352,POINT(1797.78825361828 3456.41291088047)
Site-9353,POINT(1824.04132072857 3456.41291088047)
Site-9354,POINT(1762.23222879609 3510.59196426525)
Site-9355,POINT(772.959819235481 5535.50158426883)
Site-9356,POINT(2419.13881054913 2807.37705695659)
Site-9357,POINT(1939.92605293684 5944.43520437556)
Site-9358,POINT(1754.42415151609 6024.56579294492)
Site-9359,POINT(1751.80232615237 5737.59142220762)
Site-9360,POINT(985.099176666718 5872.7531917106)
Site-9361,POINT(2266.27783669898 3498.92790621704)
Site-9362,POINT(705.675158503511 5484.52989094621)
Site-9363,POINT(1793.00694761657 5644.05336428709)
Site-9364,POINT(1595.98647260716 5373.20470109606)
Site-9365,POINT(2237.1702381993 5433.92156913335)
Site-9366,POINT(1955.42005968174 5198.19721283896)
Site-9367,POINT(1960.85904227025 4974.51360954182)
Site-9368,POINT(2298.03829611916 3507.60100721181)
Site-9369,POINT(2979.32597687031 5424.07797916689)
Site-9370,POINT(2506.18255336951 2796.52577122877)
Site-9371,POINT(1681.92306073934 4559.01880476787)
Site-9372,POINT(1958.39419861071 3998.23279322243)
Site-9373,POINT(1862.86455875102 4271.35038275033)
Site-9374,POINT(1291.20430949875 5012.68518967554)
Site-9375,POINT(819.054697897074 5825.88003300711)
Site-9376,POINT(2422.2001417259 3496.48378521775)
Site-9377,POINT(2287.69401270804 3073.15849058463)
Site-9378,POINT(1539.25781710155 5177.96908393298)
Site-9379,POINT(2318.15862483752 2807.37705695659)
Site-9380,POINT(1269.88996950178 5672.36618744512)
Site-9381,POINT(768.862564683505 6078.45206677732)
Site-9382,POINT(772.018155018911 5825.88003300711)
Site-9383,POINT(2079.44215724918 3304.61493348333)
Site-9384,POINT(996.017358326271 5440.71418227155)
Site-9385,POINT(1232.87498250754 5713.3943467969)
Site-9386,POINT(1850.76254846711 4010.49926489276)
Site-9387,POINT(2532.02445840168 2805.16469234208)
Site-9388,POINT(919.953027757752 5719.19891883196)
Site-9389,POINT(1753.13913715001 3534.94712458321)
Site-9390,POINT(2380.39318646033 5441.57653924731)
Site-9391,POINT(787.407340235708 6067.62435036315)
Site-9392,POINT(2217.87968639234 3237.0676542819)
Site-9393,POINT(1004.96102888061 5463.3158829075)
Site-9394,POINT(694.00346780495 5396.81650641037)
Site-9395,POINT(880.166745791755 5667.01328497958)
Site-9396,POINT(1592.76098821303 5211.22748205071)
Site-9397,POINT(2808.99643272194 5422.95848547785)
Site-9398,POINT(1967.16442353294 5510.44746110008)
Site-9399,POINT(2220.4882807004 3283.82871187336)
Site-9400,POINT(1847.97424658163 5192.75918144366)
Site-9401,POINT(1689.72376232568 4582.75598740986)
Site-9402,POINT(1791.91782198033 5704.23897378416)
Site-9403,POINT(1875.16918031245 5796.65020866443)
Site-9404,POINT(2673.3427317127 5422.95848547785)
Site-9405,POINT(2437.88435195004 5441.57653924731)
Site-9406,POINT(966.747342034514 5862.1056460979)
Site-9407,POINT(996.017358326271 5440.71418227155)
Site-9408,POINT(1076.46993281664 5670.39177164624)
Site-9409,POINT(2506.18255336951 2796.52577122877)
Site-9410,POINT(1281.06965421438 4993.16105695687)
Site-9411,POINT(998.27883759967 5697.1468948894)
Site-9412,POINT(1553.88298833319 3728.04030021572)
Site-9413,POINT(1681.92306073934 4559.01880476787)
Site-9414,POINT(919.968745227106 5448.68209362213)
Site-9415,POINT(1689.72376232568 4582.75598740986)
Site-9416,POINT(1849.75712639515 5912.29020774844)
Site-9417,POINT(715.968313850309 5404.3246783053)
Site-9418,POINT(1511.23098366624 5767.47205169144)
Site-9419,POINT(2276.86274694604 3283.82871187336)
Site-9420,POINT(768.862564683505 6078.45206677732)
Site-9421,POINT(1398.54415225576 4379.14474146735)
Site-9422,POINT(787.407340235708 6067.62435036315)
Site-9423,POINT(2405.78939939584 3179.21132709989)
Site-9424,POINT(880.166745791755 5719.19891883196)
Site-9425,POINT(1448.76453506356 4882.34049915704)
Site-9426,POINT(2194.04970388555 5366.71896051345)
Site-9427,POINT(2933.25495021775 5414.25635433375)
Site-9428,POINT(1595.98647260716 5446.80375272321)
Site-9429,POINT(1885.90311512601 5730.46613495496)
Site-9430,POINT(1076.46993281664 5712.65342355821)
Site-9431,POINT(694.833797194733 5608.59896465758)
Site-9432,POINT(695.690026501227 6091.54297026662)
Site-9433,POINT(1885.90311512601 5818.71156656759)
Site-9434,POINT(1878.56295848771 4996.73786292554)
Site-9435,POINT(2730.3595132365 5370.17032412124)
Site-9436,POINT(3025.39700352288 5414.25635433375)
Site-9437,POINT(695.690026501227 6091.54297026662)
Site-9438,POINT(985.099176666718 5872.7531917106)
Site-9439,POINT(1753.84886728988 4001.84744991944)
Site-9440,POINT(768.862564683505 6078.45206677732)
Site-9441,POINT(2224.30659153366 5377.32919152596)
Site-9442,POINT(2287.69401270804 3213.01300182704)
Site-9443,POINT(1481.43776973661 5780.6155001625)
Site-9444,POINT(1791.91782198033 5737.59142220762)
Site-9445,POINT(896.100060021395 5456.71419971645)
Site-9446,POINT(772.959819235481 5586.26042395696)
Site-9447,POINT(2236.32822733888 3014.80251999503)
Site-9448,POINT(3025.39700352288 5433.89960400004)
Site-9449,POINT(983.674642149036 5671.33031095651)
Site-9450,POINT(666.106160470593 5546.0482274319)
Site-9451,POINT(2329.79875553935 3498.92790621704)
Site-9452,POINT(1504.57346726223 4786.52163863914)
Site-9453,POINT(2333.23721319168 3387.348990377)
Site-9454,POINT(1725.37387179475 6016.26845721326)
Site-9455,POINT(695.690026501227 6091.54297026662)
Site-9456,POINT(1596.8658037634 3577.84328435723)
Site-9457,POINT(1950.50848793698 5821.76650722317)
Site-9458,POINT(2232.03411525422 3221.23258078773)
Site-9459,POINT(2397.87164584161 3207.59960656345)
Site-9460,POINT(2842.90985797426 5422.95848547785)
Site-9461,POINT(966.747342034514 5862.1056460979)
Site-9462,POINT(997.36367190799 5814.19081138369)
Site-9463,POINT(2413.70715295007 3207.59960656345)
Site-9464,POINT(2749.23423081577 5362.0621863131)
Site-9465,POINT(695.690026501227 6091.54297026662)
Site-9466,POINT(1575.37439604829 3577.84328435723)
Site-9467,POINT(1222.49118591806 5276.91492191402)
Site-9468,POINT(787.407340235708 6067.62435036315)
Site-9469,POINT(1847.97424658163 5148.37891071858)
Site-9470,POINT(1261.24075056763 5258.15227765421)
Site-9471,POINT(984.358123583726 5796.27536603346)
Site-9472,POINT(903.595707138569 5597.50072959864)
Site-9473,POINT(1004.7731371143 5372.39086560777)
Site-9474,POINT(2336.84796479983 3119.77666099877)
Site-9475,POINT(1183.74162126849 5295.67756617383)
Site-9476,POINT(2826.73216187268 5354.4377352466)
Site-9477,POINT(772.377893412581 5396.23424175857)
Site-9478,POINT(866.091240775236 5825.88003300711)
Site-9479,POINT(1004.96102888061 5463.3158829075)
Site-9480,POINT(2532.02445840168 2805.16469234208)
Site-9481,POINT(2318.15862483752 2786.2686012284)
Site-9482,POINT(2189.38610852446 3073.15849058463)
Site-9483,POINT(1015.57118491563 5335.58492862761)
Site-9484,POINT(761.023381941253 5573.57071403493)
Site-9485,POINT(2048.60158116997 5369.37829443882)
Site-9486,POINT(704.40967610278 5546.0482274319)
Site-9487,POINT(1638.94929972337 5817.07280625588)
Site-9488,POINT(1265.24526776898 5113.74104983791)
Site-9489,POINT(845.28050835211 5396.23424175857)
Site-9490,POINT(2103.59259141634 3295.19081919761)
Site-9491,POINT(2397.16429516342 3485.34232667757)
Site-9492,POINT(760.179629322379 6020.14464296141)
Site-9493,POINT(1681.92306073934 4559.01880476787)
Site-9494,POINT(1473.15988538714 4863.36386068989)
Site-9495,POINT(1771.86007406635 5720.91519799589)
Site-9496,POINT(2220.14007645919 5442.0612387331)
Site-9497,POINT(2405.78939939584 3179.21132709989)
Site-9498,POINT(705.675158503511 5456.04340262636)
Site-9499,POINT(1976.35691808971 5944.43520437556)
Site-9500,POINT(1958.85293605713 5797.58163393502)
Site-9501,POINT(919.953027757752 5667.01328497958)
Site-9502,POINT(929.899598249251 5732.24532729506)
Site-9503,POINT(796.678765059091 5396.23424175857)
Site-9504,POINT(1853.70131068534 5840.77292447075)
Site-9505,POINT(2572.14760151002 5448.80408492389)
Site-9506,POINT(1291.20430949875 5012.68518967554)
Site-9507,POINT(1989.18525260377 5077.74626283123)
Site-9508,POINT(2237.1702381993 5433.92156913335)
Site-9509,POINT(1609.56283035199 3985.88996363841)
Site-9510,POINT(1891.21742768603 5103.99863999351)
Site-9511,POINT(997.36367190799 5814.19081138369)
Site-9512,POINT(1783.47443123743 6032.86312867659)
Site-9513,POINT(2405.04496410749 2947.09846487919)
Site-9514,POINT(684.127448014113 5470.28664678628)
Site-9515,POINT(2220.14007645919 5442.0612387331)
Site-9516,POINT(711.672785669699 5727.22873144083)
Site-9517,POINT(1063.35242663439 5691.52259760222)
Site-9518,POINT(2266.27783669898 3498.92790621704)
Site-9519,POINT(1564.60908577421 5373.20470109606)
Site-9520,POINT(1116.07265035318 5227.25139247642)
Site-9521,POINT(919.968745227106 5448.68209362213)
Site-9522,POINT(1464.12686664472 4786.52163863914)
Site-9523,POINT(1762.23222879609 3510.59196426525)
Site-9524,POINT(1592.76098821303 5177.96908393298)
Site-9525,POINT(1431.2559968633 3898.8127321273)
Site-9526,POINT(1390.45949252103 3974.317342883)
Site-9527,POINT(1137.21849467688 5091.52804324639)
Site-9528,POINT(2287.69401270804 3166.39483141291)
Site-9529,POINT(1939.92605293684 5901.77206405673)
Site-9530,POINT(985.099176666718 5872.7531917106)
Site-9531,POINT(775.431155182392 5486.56274429337)
Site-9532,POINT(1541.02419759586 5754.32860322039)
Site-9533,POINT(1564.60908577421 5428.40398981642)
Site-9534,POINT(2070.5363424291 5377.33242333362)
Site-9535,POINT(1753.13913715001 3534.94712458321)
Site-9536,POINT(1858.78504185773 5170.56904608112)
Site-9537,POINT(927.700115880245 5589.02960663076)
Site-9538,POINT(1232.21197618053 4701.30210409092)
Site-9539,POINT(1749.37374832221 5621.62011936818)
Site-9540,POINT(1960.85904227025 4996.73786292554)
Site-9541,POINT(1754.42415151609 6024.56579294492)
Site-9542,POINT(1511.23098366624 5767.47205169144)
Site-9543,POINT(1164.36683894371 5267.53359978412)
Site-9544,POINT(1551.31874933161 5834.80529161074)
Site-9545,POINT(2444.38385697704 2807.37705695659)
Site-9546,POINT(984.358123583726 5796.27536603346)
Site-9547,POINT(772.018155018911 5772.92055118545)
Site-9548,POINT(893.882251645129 5396.23424175857)
Site-9549,POINT(966.747342034514 5862.1056460979)
Site-9550,POINT(1012.8830330503 5671.33031095651)
Site-9551,POINT(820.705568412391 5586.26042395696)
Site-9552,POINT(1281.06965421438 4993.16105695687)
Site-9553,POINT(2237.1702381993 5433.92156913335)
Site-9554,POINT(1875.60738123315 5969.70132142631)
Site-9555,POINT(896.100060021395 5456.71419971645)
Site-9556,POINT(704.40967610278 5596.08881721244)
Site-9557,POINT(1076.46993281664 5670.39177164624)
Site-9558,POINT(870.220175300256 5680.05969344267)
Site-9559,POINT(1134.55445777372 5671.92728877485)
Site-9560,POINT(2175.41639980672 3157.89228681103)
Site-9561,POINT(1985.72426601029 5151.63464286835)
Site-9562,POINT(1627.79746878739 3998.3218169259)
Site-9563,POINT(913.127783653399 5772.92055118545)
Site-9564,POINT(1939.92605293684 5944.43520437556)
Site-9565,POINT(2062.08314981601 3078.21421114936)
Site-9566,POINT(2549.98749236519 5441.14470015845)
Site-9567,POINT(919.953027757752 5719.19891883196)
Site-9568,POINT(1004.7731371143 5298.77899164745)
Site-9569,POINT(694.833797194733 5608.59896465758)
Site-9570,POINT(2397.87164584161 3207.59960656345)
Site-9571,POINT(1076.46993281664 5712.65342355821)
Site-9572,POINT(1967.16442353294 5547.30117075478)
Site-9573,POINT(2506.18255336951 2796.52577122877)
Site-9574,POINT(1949.94861531446 3980.01908013231)
Site-9575,POINT(1749.37374832221 5599.18687444926)
Site-9576,POINT(705.675158503511 5484.52989094621)
Site-9577,POINT(703.900448194649 5695.47839815224)
Site-9578,POINT(2298.03829611916 3507.60100721181)
Site-9579,POINT(1762.23222879609 3510.59196426525)
Site-9580,POINT(1772.20636188118 5946.73687595516)
Site-9581,POINT(2453.73863119741 3323.91978852105)
Site-9582,POINT(2329.79875553935 3498.92790621704)
Site-9583,POINT(1233.38991847641 4196.35083469259)
Site-9584,POINT(985.099176666718 5872.7531917106)
Site-9585,POINT(997.36367190799 5814.19081138369)
Site-9586,POINT(2060.995095934 5610.52473893741)
Site-9587,POINT(1365.47700486153 3488.97960807367)
Site-9588,POINT(1919.71100037898 4985.62573623368)
Site-9589,POINT(903.595707138569 5597.50072959864)
Site-9590,POINT(2730.3595132365 5370.17032412124)
Site-9591,POINT(1280.61553289241 5286.29624404393)
Site-9592,POINT(2078.3987505433 5602.38376513152)
Site-9593,POINT(1824.04132072857 3542.81545566227)
Site-9594,POINT(2707.25615696501 5422.95848547785)
Site-9595,POINT(2413.70715295007 3207.59960656345)
Site-9596,POINT(1609.56283035199 3985.88996363841)
Site-9597,POINT(2422.2001417259 3496.48378521775)
Site-9598,POINT(1087.20667620095 5520.17733784791)
Site-9599,POINT(1222.49118591806 5276.91492191402)
Site-9600,POINT(1958.39419861071 3998.23279322243)
Site-9601,POINT(1497.55523571072 4882.34049915704)
Site-9602,POINT(1883.06710885952 4001.84744991944)
Site-9603,POINT(1824.04132072857 3499.61418327137)
Site-9604,POINT(772.018155018911 5667.00158754212)
Site-9605,POINT(1481.43776973661 5780.6155001625)
Site-9606,POINT(1151.16524570037 5692.69378147679)
Site-9607,POINT(772.959819235481 5535.50158426883)
Site-9608,POINT(1291.20430949875 5012.68518967554)
Site-9609,POINT(1580.29777919069 5410.00422690963)
Site-9610,POINT(1960.85904227025 4974.51360954182)
Site-9611,POINT(1902.02822296213 5170.56904608112)
Site-9612,POINT(2048.60158116997 5369.37829443882)
Site-9613,POINT(1883.06710885952 4019.15107986608)
Site-9614,POINT(1970.57216284601 5174.91592785365)
Site-9615,POINT(2232.03411525422 3157.89228681103)
Site-9616,POINT(2060.995095934 5610.52473893741)
Site-9617,POINT(1949.94861531446 3980.01908013231)
Site-9618,POINT(880.166745791755 5667.01328497958)
Site-9619,POINT(1878.56295848771 4996.73786292554)
Site-9620,POINT(2336.84796479983 3166.39483141291)
Site-9621,POINT(996.017358326271 5440.71418227155)
Site-9622,POINT(2062.08314981601 3121.06382399317)
Site-9623,POINT(772.018155018911 5719.96106936379)
Site-9624,POINT(1976.35691808971 5944.43520437556)
Site-9625,POINT(1960.85904227025 4996.73786292554)
Site-9626,POINT(2532.02445840168 2805.16469234208)
Site-9627,POINT(1939.92605293684 5901.77206405673)
Site-9628,POINT(2336.84796479983 3073.15849058463)
Site-9629,POINT(1464.12686664472 4752.91206284597)
Site-9630,POINT(2405.78939939584 3179.21132709989)
Site-9631,POINT(1751.80232615237 5737.59142220762)
Site-9632,POINT(2368.64871769332 2796.82282909249)
Site-9633,POINT(2322.90202097062 5441.57653924731)
Site-9634,POINT(1261.24075056763 5258.15227765421)
Site-9635,POINT(2030.34902551809 5538.08774334111)
Site-9636,POINT(880.166745791755 5719.19891883196)
Site-9637,POINT(927.700115880245 5589.02960663076)
Site-9638,POINT(666.106160470593 5546.0482274319)
Site-9639,POINT(2079.44215724918 3304.61493348333)
Site-9640,POINT(1063.35242663439 5691.52259760222)
Site-9641,POINT(1958.39419861071 3998.23279322243)
Site-9642,POINT(1791.91782198033 5704.23897378416)
Site-9643,POINT(1026.36923271697 5298.77899164745)
Site-9644,POINT(2284.82036682989 5387.93942253847)
Site-9645,POINT(2068.66409498775 5027.74710999908)
Site-9646,POINT(1902.02822296213 5081.80850463097)
Site-9647,POINT(1116.07265035318 5159.3897178614)
Site-9648,POINT(2117.35409929881 3121.06382399317)
Site-9649,POINT(1869.59583713383 5059.61836926844)
Site-9650,POINT(1564.60908577421 5446.80375272321)
Site-9651,POINT(1896.63704993957 5708.4047770518)
Site-9652,POINT(1346.91118945694 3501.13095600636)
Site-9653,POINT(2075.90088718671 3110.35142078222)
Site-9654,POINT(696.128110719598 5727.22873144083)
Site-9655,POINT(2397.16429516342 3485.34232667757)
Site-9656,POINT(1919.71100037898 4985.62573623368)
Site-9657,POINT(694.00346780495 5396.81650641037)
Site-9658,POINT(704.40967610278 5546.0482274319)
Site-9659,POINT(1726.57985011514 5799.34032090101)
Site-9660,POINT(1198.80791522075 4701.30210409092)
Site-9661,POINT(819.054697897074 5719.96106936379)
Site-9662,POINT(2070.5363424291 5377.33242333362)
Site-9663,POINT(2220.14007645919 5442.0612387331)
Site-9664,POINT(2933.25495021775 5433.89960400004)
Site-9665,POINT(1946.10288953789 5556.51459816845)
Site-9666,POINT(1989.18525260377 5027.74710999908)
Site-9667,POINT(1073.7809617058 5295.11306709143)
Site-9668,POINT(1275.33233486413 5095.68629211551)
Site-9669,POINT(1575.37439604829 3728.04030021572)
Site-9670,POINT(2088.53380558374 5015.24732179104)
Site-9671,POINT(978.864938100448 5587.1042867343)
Site-9672,POINT(1564.62869219074 3652.94179228648)
Site-9673,POINT(715.968313850309 5404.3246783053)
Site-9674,POINT(1689.23974650506 4001.84744991944)
Site-9675,POINT(2048.60158116997 5369.37829443882)
Site-9676,POINT(1758.40865295283 3434.81227468502)
Site-9677,POINT(1543.13728447563 3602.87612033365)
Site-9678,POINT(1398.54415225576 4346.89503107162)
Site-9679,POINT(1955.42005968174 5198.19721283896)
Site-9680,POINT(2237.1702381993 5433.92156913335)
Site-9681,POINT(2175.41639980672 3221.23258078773)
Site-9682,POINT(2749.23423081577 5362.0621863131)
Site-9683,POINT(1317.87826517809 4346.89503107162)
Site-9684,POINT(1183.74162126849 5295.67756617383)
Site-9685,POINT(2419.13881054913 2807.37705695659)
Site-9686,POINT(694.00346780495 5396.81650641037)
Site-9687,POINT(1988.22595752799 5501.23403368641)
Site-9688,POINT(1960.85904227025 4974.51360954182)
Site-9689,POINT(2730.3595132365 5370.17032412124)
Site-9690,POINT(913.127783653399 5825.88003300711)
Site-9691,POINT(1116.07265035318 5295.11306709143)
Site-9692,POINT(984.358123583726 5796.27536603346)
Site-9693,POINT(1753.13913715001 3534.94712458321)
Site-9694,POINT(1810.91478717342 3434.81227468502)
Site-9695,POINT(1950.50848793698 5821.76650722317)
Site-9696,POINT(2163.79281623744 5387.93942253847)
Site-9697,POINT(1969.31554200777 5090.24605103927)
Site-9698,POINT(704.40967610278 5596.08881721244)
Site-9699,POINT(1317.87826517809 4379.14474146735)
Site-9700,POINT(2749.23423081577 5362.0621863131)
Site-9701,POINT(2078.3987505433 5602.38376513152)
Site-9702,POINT(1958.85293605713 5797.58163393502)
Site-9703,POINT(1762.23222879609 3510.59196426525)
Site-9704,POINT(2051.41055951314 5547.30117075478)
Site-9705,POINT(1215.50994570064 4678.47811404733)
Site-9706,POINT(694.833797194733 5608.59896465758)
Site-9707,POINT(715.968313850309 5404.3246783053)
Site-9708,POINT(1076.46993281664 5670.39177164624)
Site-9709,POINT(1265.24526776898 5113.74104983791)
Site-9710,POINT(1939.92605293684 5944.43520437556)
Site-9711,POINT(711.672785669699 5727.22873144083)
Site-9712,POINT(1105.49972819134 5193.32055516891)
Site-9713,POINT(998.27883759967 5697.1468948894)
Site-9714,POINT(966.747342034514 5862.1056460979)
Site-9715,POINT(1869.59583713383 5192.75918144366)
Site-9716,POINT(1390.45949252103 3898.8127321273)
Site-9717,POINT(1338.04473694751 4379.14474146735)
Site-9718,POINT(703.900448194649 5695.47839815224)
Site-9719,POINT(1004.96102888061 5463.3158829075)
Site-9720,POINT(2220.14007645919 5442.0612387331)
Site-9721,POINT(695.690026501227 6091.54297026662)
Site-9722,POINT(2572.14760151002 5448.80408492389)
Site-9723,POINT(695.690026501227 6091.54297026662)
Site-9724,POINT(2299.98250073099 3061.5039479811)
Site-9725,POINT(1976.35691808971 5944.43520437556)
Site-9726,POINT(2875.63659355229 5364.13780572461)
Site-9727,POINT(919.953027757752 5667.01328497958)
Site-9728,POINT(1553.88298833319 3728.04030021572)
Site-9729,POINT(983.674642149036 5671.33031095651)
Site-9730,POINT(1087.20667620095 5587.1042867343)
Site-9731,POINT(1541.02419759586 5754.32860322039)
Site-9732,POINT(696.128110719598 5727.22873144083)
Site-9733,POINT(772.959819235481 5586.26042395696)
Site-9734,POINT(2103.59259141634 3295.19081919761)
Site-9735,POINT(1539.25781710155 5211.22748205071)
Site-9736,POINT(1004.7731371143 5372.39086560777)
Site-9737,POINT(1167.77603362701 5671.92728877485)
Site-9738,POINT(761.023381941253 5573.57071403493)
Site-9739,POINT(1875.16918031245 5752.52749285811)
Site-9740,POINT(2349.13645282278 3201.35845922351)
Site-9741,POINT(1448.76453506356 4844.38722222274)
Site-9742,POINT(1725.37387179475 6016.26845721326)
Site-9743,POINT(1875.16918031245 5796.65020866443)
Site-9744,POINT(2246.18854411609 3142.05721331685)
Site-9745,POINT(2266.27783669898 3498.92790621704)
Site-9746,POINT(1878.56295848771 4996.73786292554)
Site-9747,POINT(2217.87968639234 3237.0676542819)
Site-9748,POINT(2924.54102523191 5373.83787620263)
Site-9749,POINT(2979.32597687031 5424.07797916689)
Site-9750,POINT(2232.03411525422 3221.23258078773)
Site-9751,POINT(1885.90311512601 5730.46613495496)
Site-9752,POINT(1818.4579880747 4019.15107986608)
Site-9753,POINT(2298.03829611916 3507.60100721181)
Site-9754,POINT(1989.18525260377 5077.74626283123)
Site-9755,POINT(996.017358326271 5440.71418227155)
Site-9756,POINT(2549.98749236519 5441.14470015845)
Site-9757,POINT(1012.8830330503 5671.33031095651)
Site-9758,POINT(903.595707138569 5597.50072959864)
Site-9759,POINT(2060.995095934 5610.52473893741)
Site-9760,POINT(711.672785669699 5727.22873144083)
Site-9761,POINT(1164.36683894371 5267.53359978412)
Site-9762,POINT(1950.50848793698 5821.76650722317)
Site-9763,POINT(1232.21197618053 4655.65412400373)
Site-9764,POINT(1126.64557251503 5125.4588805539)
Site-9765,POINT(2422.2001417259 3496.48378521775)
Site-9766,POINT(869.58137999862 5396.23424175857)
Site-9767,POINT(1721.54430689747 4010.49926489276)
Site-9768,POINT(2048.2654124453 3131.77622720412)
Site-9769,POINT(1850.76254846711 4010.49926489276)
Site-9770,POINT(1893.75981325095 4084.43319641749)
Site-9771,POINT(2572.14760151002 5448.80408492389)
Site-9772,POINT(2175.41639980672 3157.89228681103)
Site-9773,POINT(2411.19041163125 3323.91978852105)
Site-9774,POINT(796.242892000316 5471.70463070752)
Site-9775,POINT(927.700115880245 5589.02960663076)
Site-9776,POINT(1885.90311512601 5818.71156656759)
Site-9777,POINT(1967.16442353294 5510.44746110008)
Site-9778,POINT(1939.92605293684 5901.77206405673)
Site-9779,POINT(2397.87164584161 3207.59960656345)
Site-9780,POINT(1365.47700486153 3488.97960807367)
Site-9781,POINT(2549.98749236519 5441.14470015845)
Site-9782,POINT(817.05462881824 5456.84651712168)
Site-9783,POINT(2318.15862483752 2807.37705695659)
Site-9784,POINT(695.690026501227 6091.54297026662)
Site-9785,POINT(2312.27098875393 3189.70391661997)
Site-9786,POINT(2572.14760151002 5448.80408492389)
Site-9787,POINT(2741.16958221732 5433.74002849679)
Site-9788,POINT(901.368647933858 5839.11990346253)
Site-9789,POINT(2078.3987505433 5602.38376513152)
Site-9790,POINT(1596.8658037634 3577.84328435723)
Site-9791,POINT(1939.92605293684 5944.43520437556)
Site-9792,POINT(1753.84886728988 4001.84744991944)
Site-9793,POINT(1810.91478717342 3521.21481946682)
Site-9794,POINT(1275.33233486413 5095.68629211551)
Site-9795,POINT(1949.94861531446 3980.01908013231)
Site-9796,POINT(1511.23098366624 5767.47205169144)
Site-9797,POINT(2506.18255336951 2796.52577122877)
Site-9798,POINT(2466.62993469489 5441.57653924731)
Site-9799,POINT(1134.55445777372 5713.46027417873)
Site-9800,POINT(1967.16442353294 5547.30117075478)
Site-9801,POINT(1847.97424658163 5192.75918144366)
Site-9802,POINT(2933.25495021775 5414.25635433375)
Site-9803,POINT(2232.03411525422 3157.89228681103)
Site-9804,POINT(1575.37439604829 3577.84328435723)
Site-9805,POINT(1976.35691808971 5944.43520437556)
Site-9806,POINT(2318.15862483752 2786.2686012284)
Site-9807,POINT(1575.37439604829 3728.04030021572)
Site-9808,POINT(2543.30226227543 2864.53419579619)
Site-9809,POINT(2549.98749236519 5441.14470015845)
Site-9810,POINT(2238.54006061625 3073.15849058463)
Site-9811,POINT(1783.47443123743 6032.86312867659)
